cliente_id,data_solicitacao,valor_solicitado,finalidade_credito,motivo_negativa,tentou_novamente
C008301,2024-01-02,-500.0,Renegociação de Dívidas,Score Baixo,Não
C096283,2024-07-28,3678.19,Cartão de Crédito,Score Baixo,Sim
C021215,2024-01-16,2207.24,Cartão de Crédito,Renda Insuficiente,Sim
C103808,2023-10-30,1914.81,Compra Parcelada,Score Baixo,Não
C007351,2024-10-05,3441.81,Cartão de Crédito,Histórico de Inadimplência,Não
C128918,2024-04-13,2868.59,Cartão de Crédito,Score Baixo,Não
C081953,2024-04-27,1993.51,Renegociação de Dívidas,Score Baixo,Não
C091515,2024-08-17,2597.05,Empréstimo Pessoal,Histórico de Inadimplência,Não
C056579,2024-07-03,2410.01,Empréstimo Pessoal,Documentação Incompleta,Não
C144753,2024-07-10,3304.24,Cartão de Crédito,Score Baixo,Não
C092855,2025-01-13,1854.17,Renegociação de Dívidas,Inconsistência Cadastral,Não
C078832,2025-02-07,260.53,Renegociação de Dívidas,Score Baixo,Não
C094493,2024-03-26,2306.29,Compra Parcelada,Score Baixo,Sim
C147635,2024-08-16,2076.93,Renegociação de Dívidas,Score Baixo,Sim
C044599,2024-10-23,620.5,Cartão de Crédito,Score Baixo,Não
C085750,2025-01-24,5587.96,Limite Conta,Renda Insuficiente,Não
C084492,2023-07-19,3376.55,Renegociação de Dívidas,Score Baixo,Não
C040226,2024-03-31,2766.05,Renegociação de Dívidas,Renda Insuficiente,Não
C027402,2024-09-30,3075.03,Empréstimo Pessoal,Renda Insuficiente,Sim
C073346,2024-12-19,3624.71,Cartão de Crédito,Documentação Incompleta,Não
C118235,2025-05-20,609.16,Empréstimo Pessoal,Score Baixo,Sim
C080630,2023-11-01,2138.36,Renegociação de Dívidas,Renda Insuficiente,Não
C139668,2025-05-09,2990.4,Renegociação de Dívidas,Renda Insuficiente,Não
C058531,2025-05-30,2228.13,Cartão de Crédito,Renda Insuficiente,Não
C084139,2025-01-10,2939.18,Empréstimo Pessoal,Renda Insuficiente,Não
C049671,2024-08-01,2362.88,Empréstimo Pessoal,Documentação Incompleta,Não
C080636,2025-03-05,3229.96,Empréstimo Pessoal,Documentação Incompleta,Não
C094996,2024-03-13,4231.94,Cartão de Crédito,Renda Insuficiente,Não
C079108,2024-08-17,1684.92,Renegociação de Dívidas,Histórico de Inadimplência,Não
C072575,2024-09-10,2119.25,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C112209,2025-01-16,1033.77,Cartão de Crédito,Score Baixo,Não
C015866,2024-03-10,1752.34,Cartão de Crédito,Renda Insuficiente,Não
C071030,2025-05-14,1849.26,Empréstimo Pessoal,Inconsistência Cadastral,Não
C005652,2025-06-13,2144.83,Cartão de Crédito,Score Baixo,Não
C055380,2024-12-14,2318.3,Empréstimo Pessoal,Inconsistência Cadastral,Não
C136427,2024-12-16,2344.52,Empréstimo Pessoal,Documentação Incompleta,Não
C069305,2024-04-08,3847.48,Cartão de Crédito,Score Baixo,Não
C101768,2024-09-30,3946.39,Cartão de Crédito,Renda Insuficiente,Não
C043873,2024-06-07,2108.85,Cartão de Crédito,Score Baixo,Sim
C139746,2023-07-21,3597.64,Cartão de Crédito,Inconsistência Cadastral,Não
C009172,2023-11-25,1572.56,Cartão de Crédito,Inconsistência Cadastral,Sim
C023325,2025-05-09,1446.75,Cartão de Crédito,Documentação Incompleta,Não
C000396,2023-12-26,4382.44,Cartão de Crédito,Inconsistência Cadastral,Não
C126146,2024-09-08,1709.83,Empréstimo Pessoal,Renda Insuficiente,Não
C072517,2024-11-22,2785.39,Empréstimo Pessoal,Renda Insuficiente,Não
C046525,2024-04-29,2260.34,Renegociação de Dívidas,Documentação Incompleta,Não
C143932,2025-05-06,3029.81,Cartão de Crédito,Inconsistência Cadastral,Não
C131908,2024-01-14,3719.89,Limite Conta,Inconsistência Cadastral,Não
C001993,2023-11-26,3213.0,Empréstimo Pessoal,Histórico de Inadimplência,Não
C070151,2024-07-11,3439.97,Empréstimo Pessoal,Inconsistência Cadastral,Não
C028225,2023-10-11,1524.13,Compra Parcelada,Documentação Incompleta,Não
C017287,2024-06-30,2018.56,Limite Conta,Score Baixo,Não
C049696,2025-06-03,2836.03,Cartão de Crédito,Renda Insuficiente,Não
C068265,2024-11-05,1209.64,Cartão de Crédito,Histórico de Inadimplência,Sim
C144397,2023-10-15,1363.31,Cartão de Crédito,Score Baixo,Sim
C074711,2025-04-16,3508.85,Compra Parcelada,Inconsistência Cadastral,Não
C056373,2024-12-12,2691.76,Compra Parcelada,Score Baixo,Não
C069545,2025-06-24,3671.13,Cartão de Crédito,Histórico de Inadimplência,Sim
C018277,2024-11-07,2368.55,Limite Conta,Inconsistência Cadastral,Sim
C005605,2024-01-20,2589.27,Compra Parcelada,Inconsistência Cadastral,Sim
C138807,2023-11-05,1810.12,Empréstimo Pessoal,Renda Insuficiente,Sim
C148195,2025-05-05,3286.09,Compra Parcelada,Score Baixo,Não
C132128,2025-05-04,3419.35,Empréstimo Pessoal,Renda Insuficiente,Não
C043216,2023-12-01,2682.64,Empréstimo Pessoal,Renda Insuficiente,Não
C132766,2023-09-24,1455.3,Cartão de Crédito,Score Baixo,Não
C039101,2024-08-17,3362.57,Renegociação de Dívidas,Documentação Incompleta,Não
C082812,2024-11-23,1109.62,Renegociação de Dívidas,Score Baixo,Não
C105427,2024-01-28,1231.76,Empréstimo Pessoal,Score Baixo,Não
C000546,2023-09-29,3132.96,Cartão de Crédito,Score Baixo,Não
C014281,2023-10-24,3020.59,Cartão de Crédito,Renda Insuficiente,Não
C112231,2025-06-04,2636.92,Empréstimo Pessoal,Score Baixo,Não
C091033,2025-05-23,2128.51,Limite Conta,Renda Insuficiente,Não
C137172,2024-09-18,2460.82,Cartão de Crédito,Score Baixo,Sim
C132631,2024-10-08,3488.71,Empréstimo Pessoal,Inconsistência Cadastral,Não
C042037,2028-01-01,2097.56,Empréstimo Pessoal,Histórico de Inadimplência,Não
C021885,2025-03-20,2249.52,Compra Parcelada,Renda Insuficiente,Sim
C025487,2025-03-17,2985.95,Limite Conta,Inconsistência Cadastral,Não
C104693,2024-08-24,1662.65,Renegociação de Dívidas,Inconsistência Cadastral,Não
C031631,2024-11-24,1329.39,Cartão de Crédito,Inconsistência Cadastral,Não
C097966,2025-03-17,2337.6,Limite Conta,Renda Insuficiente,Não
C029764,2025-01-31,2263.98,Cartão de Crédito,Histórico de Inadimplência,Não
C096307,2025-04-02,2970.11,Empréstimo Pessoal,Inconsistência Cadastral,Não
C074140,2024-01-18,3799.01,Compra Parcelada,Documentação Incompleta,Não
C144331,2024-12-23,1568.08,Cartão de Crédito,Documentação Incompleta,Não
C064724,2025-02-13,1748.87,Compra Parcelada,Documentação Incompleta,Não
C002875,2025-04-07,3073.84,Cartão de Crédito,Renda Insuficiente,Não
C035540,2023-09-10,1796.09,Limite Conta,Inconsistência Cadastral,Não
C112476,2024-07-21,3653.77,Cartão de Crédito,Inconsistência Cadastral,Não
C136608,2023-10-23,2071.39,Renegociação de Dívidas,Score Baixo,Não
C115322,2023-11-04,2049.97,Limite Conta,Inconsistência Cadastral,Sim
C004563,2024-10-12,2779.5,Empréstimo Pessoal,Renda Insuficiente,Não
C028509,2025-03-29,2904.87,Cartão de Crédito,Renda Insuficiente,Não
C002327,2024-02-09,2684.07,Empréstimo Pessoal,Documentação Incompleta,Não
C077842,2023-07-28,833.64,Empréstimo Pessoal,Renda Insuficiente,Sim
C005052,2024-07-11,2895.27,Limite Conta,Score Baixo,Não
C046180,2024-01-12,2280.5,Cartão de Crédito,Documentação Incompleta,Sim
C145433,2023-07-21,1538.34,Empréstimo Pessoal,Inconsistência Cadastral,Não
C040958,2025-01-03,3216.06,Renegociação de Dívidas,Documentação Incompleta,Não
C117797,2024-02-22,2831.62,Cartão de Crédito,Inconsistência Cadastral,Não
C086914,2024-08-22,2806.62,Empréstimo Pessoal,Inconsistência Cadastral,Não
C149283,2024-12-09,1461.51,Empréstimo Pessoal,Inconsistência Cadastral,Não
C078006,2024-04-17,2164.66,Empréstimo Pessoal,Score Baixo,Sim
C106849,2024-06-17,3440.26,Compra Parcelada,Inconsistência Cadastral,Sim
C043639,2024-08-11,2833.59,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C084761,2025-02-02,2977.2,Cartão de Crédito,Inconsistência Cadastral,Não
C063231,2024-12-29,1069.25,Renegociação de Dívidas,Renda Insuficiente,Não
C113140,2023-07-19,3508.68,Compra Parcelada,Documentação Incompleta,Não
C113425,2023-12-18,2036.14,Cartão de Crédito,Inconsistência Cadastral,Sim
C141346,2024-12-05,1847.99,Empréstimo Pessoal,Score Baixo,Não
C027500,2025-01-30,1841.03,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C048138,2024-05-11,2704.86,Limite Conta,Renda Insuficiente,Sim
C080914,2023-12-16,2754.34,Empréstimo Pessoal,Inconsistência Cadastral,Não
C053804,2028-01-01,1529.96,Renegociação de Dívidas,Score Baixo,Sim
C087293,2025-02-17,1907.99,Empréstimo Pessoal,Inconsistência Cadastral,Não
C090772,2024-12-17,2357.59,Cartão de Crédito,Documentação Incompleta,Não
C137760,2023-11-07,1396.96,Renegociação de Dívidas,Histórico de Inadimplência,Não
C084742,2025-02-22,742.25,Compra Parcelada,Documentação Incompleta,Não
C118017,2024-08-09,4001.58,Cartão de Crédito,Histórico de Inadimplência,Não
C066854,2023-07-25,1443.12,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C048665,2024-08-24,1097.03,Renegociação de Dívidas,Histórico de Inadimplência,Não
C137060,2023-09-26,1707.67,Cartão de Crédito,Renda Insuficiente,Sim
C078432,2023-08-06,2674.09,Limite Conta,Inconsistência Cadastral,Não
C101266,2024-05-31,3071.04,Empréstimo Pessoal,Inconsistência Cadastral,Não
C057112,2024-09-29,3121.99,Renegociação de Dívidas,Inconsistência Cadastral,Não
C049147,2025-04-25,1748.2,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C140796,2024-08-05,736.32,Compra Parcelada,Histórico de Inadimplência,Sim
C125578,2023-10-23,622.4,Empréstimo Pessoal,Score Baixo,Não
C057886,2024-10-05,2235.27,Cartão de Crédito,Inconsistência Cadastral,Não
C128311,2024-10-14,2705.81,Empréstimo Pessoal,Documentação Incompleta,Não
C119359,2023-09-15,4570.05,Renegociação de Dívidas,Documentação Incompleta,Não
C087793,2023-07-14,2579.36,Cartão de Crédito,Score Baixo,Não
C108336,2025-02-03,1895.47,Compra Parcelada,Documentação Incompleta,Sim
C148102,2024-10-15,2274.11,Renegociação de Dívidas,Inconsistência Cadastral,Não
C074114,2024-09-02,1828.2,Renegociação de Dívidas,Renda Insuficiente,Não
C022555,2024-08-30,2156.25,Compra Parcelada,Inconsistência Cadastral,Sim
C086053,2024-12-13,1689.65,Renegociação de Dívidas,Score Baixo,Sim
C036190,2024-02-08,1829.52,Renegociação de Dívidas,Renda Insuficiente,Sim
C070280,2023-11-23,3956.02,Compra Parcelada,Renda Insuficiente,Não
C046707,2024-09-01,2388.81,Cartão de Crédito,Score Baixo,Não
C034319,2023-11-02,2878.0,Compra Parcelada,Renda Insuficiente,Não
C143728,2023-08-24,1661.77,Compra Parcelada,Renda Insuficiente,Não
C098240,2024-08-06,1948.96,Compra Parcelada,Inconsistência Cadastral,Não
C119181,2024-05-31,2647.31,Cartão de Crédito,Documentação Incompleta,Não
C039304,2024-12-09,4239.38,Limite Conta,Score Baixo,Não
C051057,2024-11-02,1392.53,Compra Parcelada,Inconsistência Cadastral,Não
C045826,2024-10-27,3315.67,Cartão de Crédito,Documentação Incompleta,Não
C131782,2024-07-02,2655.33,Limite Conta,Renda Insuficiente,Não
C048165,2024-03-31,1306.81,Cartão de Crédito,Inconsistência Cadastral,Não
C145051,2024-09-10,2442.44,Cartão de Crédito,Inconsistência Cadastral,Sim
C064198,2024-03-10,2528.24,Compra Parcelada,Renda Insuficiente,Não
C069686,2024-09-27,2050.46,Empréstimo Pessoal,Inconsistência Cadastral,Não
C051084,2025-01-10,2835.31,Renegociação de Dívidas,Renda Insuficiente,Não
C142249,2024-04-19,3447.08,Cartão de Crédito,Inconsistência Cadastral,Não
C140860,2024-06-05,2463.51,Compra Parcelada,Score Baixo,Sim
C078837,2023-07-20,2044.35,Empréstimo Pessoal,Renda Insuficiente,Não
C127174,2025-03-06,675.86,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C120110,2024-02-13,2279.69,Compra Parcelada,Histórico de Inadimplência,Sim
C075101,2025-05-07,1168.51,Empréstimo Pessoal,Renda Insuficiente,Não
C134432,2024-05-28,2828.37,Cartão de Crédito,Inconsistência Cadastral,Sim
C041952,2024-09-23,3374.41,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C052218,2025-05-31,2772.82,Cartão de Crédito,Score Baixo,Não
C074650,2024-11-12,2635.26,Cartão de Crédito,Histórico de Inadimplência,Sim
C074083,2023-12-05,372.12,Empréstimo Pessoal,Histórico de Inadimplência,Não
C009265,2024-02-02,2673.03,Cartão de Crédito,Score Baixo,Sim
C091077,2025-04-08,4232.87,Cartão de Crédito,Renda Insuficiente,Não
C141635,2024-01-30,2066.87,Empréstimo Pessoal,Inconsistência Cadastral,Não
C055233,2024-05-26,4320.13,Cartão de Crédito,Documentação Incompleta,Não
C098928,2025-03-25,3622.44,Compra Parcelada,Histórico de Inadimplência,Sim
C005373,2024-12-22,3613.51,Limite Conta,Inconsistência Cadastral,Não
C085077,2025-02-25,4078.37,Compra Parcelada,Renda Insuficiente,Sim
C140752,2025-02-05,1594.25,Empréstimo Pessoal,Renda Insuficiente,Não
C011512,2024-06-16,4153.3,Renegociação de Dívidas,Histórico de Inadimplência,Não
C132121,2024-03-31,1850.7,Compra Parcelada,Documentação Incompleta,Não
C006198,2025-06-02,2766.04,Cartão de Crédito,Score Baixo,Não
C101545,2025-06-28,3048.49,Compra Parcelada,Histórico de Inadimplência,Não
C137301,2024-09-14,985.99,Limite Conta,Documentação Incompleta,Sim
C144987,2023-11-05,3754.75,Empréstimo Pessoal,Score Baixo,Não
C083704,2024-05-09,835.17,Cartão de Crédito,Documentação Incompleta,Não
C130728,2024-01-07,3042.06,Empréstimo Pessoal,Documentação Incompleta,Não
C077790,2024-03-31,2823.35,Renegociação de Dívidas,Documentação Incompleta,Não
C078561,2023-09-30,2817.1,Empréstimo Pessoal,Inconsistência Cadastral,Não
C029748,2024-08-25,4000.71,Cartão de Crédito,Documentação Incompleta,Não
C025802,2025-06-29,1353.69,Cartão de Crédito,Renda Insuficiente,Não
C038229,2024-02-02,2909.23,Empréstimo Pessoal,Score Baixo,Sim
C086705,2024-01-20,2388.87,Renegociação de Dívidas,Renda Insuficiente,Não
C003205,2025-02-16,2854.49,Cartão de Crédito,Score Baixo,Sim
C011528,2023-11-12,2195.89,Empréstimo Pessoal,Documentação Incompleta,Sim
C013166,2024-02-01,2410.24,Empréstimo Pessoal,Renda Insuficiente,Sim
C049639,2023-07-14,2892.65,Compra Parcelada,Renda Insuficiente,Não
C116252,2023-10-30,1858.21,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C100820,2024-11-24,2350.61,Cartão de Crédito,Inconsistência Cadastral,Não
C086779,2023-10-29,3067.6,Empréstimo Pessoal,Inconsistência Cadastral,Não
C005004,2024-04-05,2434.92,Renegociação de Dívidas,Renda Insuficiente,Não
C084078,2025-06-05,1747.49,Cartão de Crédito,Documentação Incompleta,Não
C049980,2024-05-10,1060.03,Cartão de Crédito,Inconsistência Cadastral,Não
C046452,2024-10-10,3237.49,Renegociação de Dívidas,Score Baixo,Sim
C017194,2025-01-20,1948.29,Renegociação de Dívidas,Score Baixo,Não
C074433,2024-10-12,2685.27,Compra Parcelada,Inconsistência Cadastral,Não
C096019,2023-09-20,3400.41,Cartão de Crédito,Renda Insuficiente,Sim
C013493,2025-06-09,3113.23,Compra Parcelada,Score Baixo,Sim
C072667,2024-09-05,1832.52,Empréstimo Pessoal,Inconsistência Cadastral,Não
C065108,2024-05-20,1893.14,Cartão de Crédito,Renda Insuficiente,Não
C146342,2024-11-20,1636.86,Renegociação de Dívidas,Inconsistência Cadastral,Não
C008290,2024-09-27,3571.09,Empréstimo Pessoal,Renda Insuficiente,Não
C044897,2024-12-24,3174.77,Empréstimo Pessoal,Histórico de Inadimplência,Não
C090137,2024-09-05,1976.49,Renegociação de Dívidas,Renda Insuficiente,Sim
C050858,2024-04-05,2211.17,Cartão de Crédito,Inconsistência Cadastral,Não
C047378,2024-02-11,3573.92,Limite Conta,Renda Insuficiente,Sim
C110429,2025-03-15,2643.55,Compra Parcelada,Documentação Incompleta,Não
C088948,2025-06-19,4786.66,Cartão de Crédito,Renda Insuficiente,Sim
C131026,2024-12-09,2023.88,Cartão de Crédito,Renda Insuficiente,Não
C117128,2023-09-13,3024.35,Cartão de Crédito,Documentação Incompleta,Não
C000573,2024-06-22,1778.41,Limite Conta,Renda Insuficiente,Sim
C071548,2024-10-29,2087.99,Cartão de Crédito,Renda Insuficiente,Sim
C121335,2024-03-06,-70.04,Compra Parcelada,Renda Insuficiente,Não
C024338,2024-01-15,1630.04,Compra Parcelada,Score Baixo,Não
C108600,2025-04-23,1200.94,Cartão de Crédito,Histórico de Inadimplência,Não
C099108,2025-06-17,2320.57,Limite Conta,Score Baixo,Não
C045445,2023-11-06,2658.05,Renegociação de Dívidas,Renda Insuficiente,Não
C128529,2023-11-20,1333.1,Empréstimo Pessoal,Inconsistência Cadastral,Não
C143298,2024-06-29,2180.75,Cartão de Crédito,Histórico de Inadimplência,Não
C027619,2025-02-25,3393.99,Empréstimo Pessoal,Score Baixo,Não
C069712,2024-12-27,2537.03,Renegociação de Dívidas,Histórico de Inadimplência,Não
C072372,2024-07-19,2002.9,Compra Parcelada,Score Baixo,Sim
C104036,2024-05-08,1809.43,Compra Parcelada,Histórico de Inadimplência,Não
C034935,2024-10-02,1814.98,Cartão de Crédito,Renda Insuficiente,Não
C080560,2024-12-07,2714.21,Cartão de Crédito,Score Baixo,Não
C034186,2024-04-11,3089.28,Cartão de Crédito,Inconsistência Cadastral,Não
C117094,2025-02-02,3468.91,Renegociação de Dívidas,Inconsistência Cadastral,Não
C022042,2024-04-21,2993.57,Cartão de Crédito,Histórico de Inadimplência,Não
C051195,2024-09-14,3725.03,Cartão de Crédito,Documentação Incompleta,Não
C093802,2025-06-04,2503.39,Cartão de Crédito,Renda Insuficiente,Sim
C074566,2024-06-30,3066.32,Cartão de Crédito,Documentação Incompleta,Não
C090723,2025-01-26,1153.29,Empréstimo Pessoal,Renda Insuficiente,Sim
C068180,2025-01-28,3302.47,Cartão de Crédito,Documentação Incompleta,Não
C056229,2023-08-27,2307.04,Cartão de Crédito,Score Baixo,Não
C146075,2024-03-02,3471.28,Empréstimo Pessoal,Documentação Incompleta,Não
C116351,2023-11-06,3336.32,Empréstimo Pessoal,Renda Insuficiente,Não
C001620,2024-05-21,3327.76,Cartão de Crédito,Renda Insuficiente,Não
C013677,2025-05-01,2286.16,Empréstimo Pessoal,Score Baixo,Não
C018441,2025-02-15,2754.61,Cartão de Crédito,Score Baixo,Não
C029896,2023-07-01,3724.28,Cartão de Crédito,Renda Insuficiente,Não
C093344,2024-12-13,3748.0,Limite Conta,Score Baixo,Sim
C081326,2023-12-03,1547.16,Renegociação de Dívidas,Histórico de Inadimplência,Não
C142001,2023-12-01,2721.91,Cartão de Crédito,Renda Insuficiente,Sim
C026308,2024-08-20,2417.33,Limite Conta,Inconsistência Cadastral,Não
C044230,2024-09-17,2262.1,Compra Parcelada,Inconsistência Cadastral,Não
C072889,2023-08-13,2641.96,Cartão de Crédito,Renda Insuficiente,Não
C091721,2025-05-19,3333.9,Cartão de Crédito,Inconsistência Cadastral,Sim
C113613,2024-02-22,1476.68,Limite Conta,Documentação Incompleta,Sim
C054145,2025-03-01,1902.22,Cartão de Crédito,Renda Insuficiente,Sim
C087025,2023-07-31,2444.19,Cartão de Crédito,Renda Insuficiente,Sim
C119047,2024-03-02,1908.37,Compra Parcelada,Renda Insuficiente,Não
C061754,2024-02-27,2457.24,Cartão de Crédito,Inconsistência Cadastral,Não
C001768,2024-10-23,3351.89,Compra Parcelada,Score Baixo,Não
C015089,2025-06-10,800.13,Empréstimo Pessoal,Inconsistência Cadastral,Não
C068714,2024-02-02,2025.96,Renegociação de Dívidas,Renda Insuficiente,Não
C097512,2024-01-19,3491.22,Renegociação de Dívidas,Renda Insuficiente,Não
C040775,2024-06-20,3052.78,Cartão de Crédito,Renda Insuficiente,Não
C091730,2024-10-07,3353.79,Empréstimo Pessoal,Score Baixo,Não
C032490,2024-10-13,2638.12,Cartão de Crédito,Renda Insuficiente,Não
C027724,2024-10-04,634.15,Limite Conta,Renda Insuficiente,Não
C016788,2023-12-11,2705.75,Empréstimo Pessoal,Histórico de Inadimplência,Não
C053547,2024-02-29,2968.12,Compra Parcelada,Renda Insuficiente,Sim
C105948,2023-10-07,2810.91,Limite Conta,Renda Insuficiente,Não
C004209,2024-07-17,2911.94,Cartão de Crédito,Inconsistência Cadastral,Sim
